freq,indic_de,geo\TIME_PERIOD	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,NATGROW,FI	42332 	41380 	38565 	40241 	37916 	33412 	34149 	33499 	28641 	21484 	20440 	15191 	14906 	13377 	17796 	21891 	22060 	21594 	20291 	19690 	18666 	19065 	22698 	21504 	19978 	14597 	13497 	11878 	14253 	14238 	15491 	16101 	16887 	13838 	17231 	13787 	11556 	10221 	7846 	8229 	7403 	7639 	6137 	7634 	10158 	9817 	10775 	9652 	10436 	10547 	10093 	9376 	7786 	6662 	5046 	2980 	-1109 	-3401 	-6950 	-8336 	-9025 	-8065 	-18268 	-17956 	-14547 	: 
A,NATGROW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	225056 	229171 	267532 	262868 	248253 	231302 	280651 	269580 	303252 	288332 	286577 	276875 	282285 	279042 	251858 	242978 	259893 	205864 	190320 	163635 	149452 	140620 	66711 	80823 	51262 	38907 	17336 p	: 
A,NATGROW,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7039 	6425 	4205 	1511 	1390 	1371 	159 	139 	779 	3528 	5540 	8109 	13554 	: 	14721 	8196 	: 	9325 	11548 	10128 	5798 	5471 	4614 	1637 	-4017 	-13960 	-6799 	-2542 	-4488 	: 
A,NATGROW,HR	34795 	36394 	30133 	31281 	25860 	31250 	33384 	25722 	21711 	16791 	16955 	20012 	18154 	21709 	22301 	21376 	21980 	22879 	19989 	20803 	18120 	16035 	15967 	10452 	10719 	10598 	8486 	6129 	5839 	3082 	3217 	-3003 	-4830 	-2311 	-898 	-354 	3175 	3537 	-5243 	-6774 	-6500 	-8559 	-10475 	-12907 	-9449 	-9298 	-8932 	-10457 	-8398 	-7837 	-8735 	-9822 	-9939 	-10447 	-11273 	-16702 	-14005 	-16921 	-15761 	-15659 	-21178 	-26204 	-23096 	-19105 	-19011 	: 
A,NATGROW,HU	44936 	43955 	21780 	32464 	31311 	24890 	36546 	39356 	39065 	37659 	31622 	27631 	34274 	32858 	60472 	63138 	53165 	45543 	28039 	23535 	3318 	-1867 	-10759 	-21385 	-21350 	-17414 	-18885 	-16761 	-15746 	-21391 	-19983 	-17607 	-27058 	-33211 	-31291 	-33377 	-37858 	-39084 	-43569 	-48565 	-38004 	-35136 	-36029 	-41176 	-37355 	-38236 	-31732 	-35325 	-30878 	-33972 	-40121 	-40746 	-39171 	-37153 	-33013 	-39440 	-31737 	-37231 	-37780 	-36792 	-47519 	-62128 	-47154 	-41168 	-49211 	: 
A,NATGROW,IE	28075 	25062 	27944 	29451 	31442 	30493 	27102 	29907 	27847 	29178 	30696 	35661 	34146 	34521 	33986 	34005 	33675 	35260 	36505 	38768 	40592 	39229 	38386 	34141 	31986 	29175 	27990 	27020 	23020 	19907 	21674 	21413 	20158 	17156 	17307 	16528 	18932 	21194 	22406 	21316 	23398 	27642 	30820 	32455 	33307 	33112 	36937 	43272 	46899 	47174 	47213 	45577 	42488 	39450 	38043 	35409 	33174 	31406 	29882 	28330 	23572 	26261 	19411 	19482 	18917 	: 
A,NATGROW,IS	3749 	3315 	3472 	3492 	3472 	3427 	3300 	3017 	2837 	2768 	2565 	2775 	3227 	3122 	2779 	2969 	2948 	2560 	2739 	2993 	2987 	2686 	2751 	2716 	2526 	2204 	2383 	2369 	2855 	2844 	3064 	2737 	2890 	2870 	2724 	2357 	2450 	2307 	2357 	2199 	2487 	2366 	2228 	2316 	2410 	2442 	2512 	2617 	2848 	3024 	2887 	2506 	2578 	2172 	2326 	1951 	1725 	1833 	1974 	2177 	2208 	2546 	1698 	1744 	1701 	: 
A,NATGROW,IT	429260 	461202 	428083 	443959 	526070 	472450 	483659 	438650 	397601 	393337 	380376 	383528 	364375 	327059 	336839 	273506 	231073 	194409 	168372 	131869 	85891 	77812 	84162 	37598 	53195 	29909 	10956 	18768 	30272 	28835 	27509 	10798 	24132 	-490 	-20961 	-28714 	-24225 	-22412 	-34936 	-20499 	-12463 	-12972 	-19195 	-42405 	15941 	-13282 	2118 	-6868 	-8467 	-22806 	-25544 	-46842 	-78697 	-86436 	-95768 	-161791 	-141823 	-190910 	-193386 	-214333 	-335425 	-301097 	-321744 	-291175 	-280665 p	: 
A,NATGROW,LI	257 	228 	194 	252 	238 	239 	218 	253 	283 	252 	259 	164 	210 	225 	179 	127 	169 	161 	150 	197 	218 	208 	217 	197 	228 	202 	163 	185 	221 	201 	184 	229 	195 	237 	152 	200 	175 	205 	192 	194 	181 	181 	180 	130 	174 	166 	141 	124 	145 	177 	91 	147 	133 	93 	104 	73 	107 	89 	104 	93 	34 	104 	85 	91 	38 p	: 
A,NATGROW,LT	40874 	40410 	34803 	33912 	34026 	30351 	30476 	29235 	28533 	27107 	27471 	29072 	25364 	22784 	22329 	20501 	20324 	19234 	17813 	17040 	15894 	16670 	18101 	21138 	18910 	19285 	23917 	22443 	19078 	17632 	17108 	15006 	12962 	1357 	-4110 	-4111 	-3830 	-3331 	-3738 	-3588 	-4770 	-9214 	-11531 	-11013 	-11571 	-14289 	-15207 	-15604 	-12296 	-9867 	-11444 	-10769 	-10994 	-12650 	-10888 	-11711 	-11592 	-12231 	-12782 	-13308 	-19991 	-24416 	-20816 	-16382 	-18367 	: 
A,NATGROW,LU	1303 	1496 	1100 	1183 	1372 	1240 	1144 	833 	606 	310 	257 	56 	-35 	-392 	-390 	-388 	-592 	-30 	-115 	93 	56 	309 	167 	56 	120 	77 	339 	226 	763 	681 	1163 	1242 	1128 	1438 	1651 	1624 	1794 	1576 	1485 	1789 	1969 	1740 	1601 	1250 	1874 	1750 	1748 	1611 	2001 	1983 	2114 	1820 	2150 	2293 	2229 	2132 	2083 	1911 	1956 	1947 	1850 	2201 	2046 	1889 	1988 	: 
A,NATGROW,LV	14154 	14234 	11469 	11140 	11888 	8432 	8624 	7870 	7589 	6686 	7787 	8964 	7711 	5869 	6777 	4768 	4271 	3371 	2997 	2521 	3434 	3642 	6243 	8242 	7441 	5585 	10632 	9985 	8854 	6338 	3106 	-116 	-3851 	-12438 	-17501 	-17336 	-14538 	-14703 	-15790 	-13448 	-11903 	-13265 	-12371 	-11286 	-11473 	-10898 	-10227 	-9084 	-6609 	-7853 	-10259 	-9715 	-9128 	-8095 	-6720 	-6499 	-6612 	-7929 	-9506 	-8933 	-11302 	-17180 	-14777 	-13541 	-13774 	: 
A,NATGROW,MC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	300 	288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	-3 e	: 	-26 e	: 	: 	: 	: 	-8 	-55 	: 
A,NATGROW,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2117 	2626 	1410 	-2814 	-4285 	-3627 	-6147 	-6608 	-3396 	-6994 	-5550 	-5077 	-2930 	-1336 	-3157 	-67 	-125 	-189 	-906 b	747 	-1018 	-416 	-2726 	-3988 	-9987 	-16234 p	-9205 p	-9658 	-9862 	: 
A,NATGROW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5636 	5131 	4451 	4227 	4561 	4112 	3605 	3899 	3435 	3772 	3408 	2986 	2640 	2142 	1513 	1563 	1855 	2550 	2780 	1785 	1368 	1537 	1558 	1515 	1057 	1105 	909 	760 	628 	-196 	-2119 	-47 	681 	648 	: 
A,NATGROW,MK	30052 	29041 	24460 	28055 	29611 	29675 	29128 	28240 	27662 	27231 	25432 	25457 	25091 	25261 	26239 	26950 	27432 	26033 	26213 	26754 	26250 	26110 	26287 	24819 	24795 	24314 	23796 	23928 	23314 	21335 	20758 	20041 	17216 	16783 	17716 	15816 	15340 	12882 	12374 	10520 	12055 	10091 	9799 	9005 	5417 	4076 	3955 	3094 	3963 	4624 	5183 	3305 	3434 	3930 	3878 	2614 	2585 	1436 	1606 	-601 	-6692 	-9868 	-4386 	-3450 	-4140 	: 
A,NATGROW,MT	5746 	4737 	4673 	3691 	3638 	2627 	2475 	2324 	2260 	2072 	2244 	2472 	2494 	2337 	2693 	2824 	2729 	2921 	2378 	2855 	2386 	2230 	2862 	2514 	2668 	2593 	2421 	2406 	2825 	2974 	2623 	2427 	2574 	2455 	2128 	1905 	2279 	1983 	1652 	1324 	1451 	1053 	912 	904 	881 	726 	563 	654 	770 	808 	888 	898 	712 	796 	921 	883 	1134 	748 	756 	662 	323 	232 	79 	432 	193 	: 
A,NATGROW,NL	151642 	159484 	152592 	154145 	157477 	147190 	139095 	138886 	132123 	139973 	129293 	116937 	100557 	84311 	76732 	64139 	62636 	63203 	61135 	62414 	67015 	63054 	54807 	52485 	54624 	55432 	59206 	64468 	62484 	60074 	69141 	68707 	66847 	57953 	62140 	54838 	51960 	56660 	61926 	59958 	66092 	62226 	59728 	58361 	57454 	51508 	49685 	48314 	49498 	50680 	48339 	44319 	35146 	30096 	35958 	23376 	23523 	19622 	15162 	17795 	3 	8469 	-2608 	-5034 	-6022 p	: 
A,NATGROW,NO	29443 	29364 	28089 	26636 	30611 	31148 	31141 	30605 	29727 	28780 	25842 	26575 	24890 	21250 	20139 	16284 	13258 	11053 	11067 	9948 	9699 	8815 	9791 	7713 	7693 	6762 	8953 	9068 	12172 	14130 	14918 	15885 	15378 	13081 	16021 	15102 	17067 	15206 	14240 	14128 	15232 	12715 	10969 	13980 	15751 	15524 	17292 	16505 	18785 	20358 	19943 	18827 	18263 	17747 	18607 	18139 	18164 	15859 	14280 	13811 	12368 	14058 	5706 	8180 	9771 	: 
A,NATGROW,PL	445318 	399865 	360306 	358163 	326936 	314976 	298371 	274112 	281648 	268312 	281020 	280679 	312643 	321371 	346565 	349485 	368807 	352265 	341232 	365245 	345556 	352734 	367482 	371350 	334158 	296104 	258432 	227127 	216920 	181357 	157377 	142003 	120485 	102051 	94887 	47026 	42708 	32435 	20265 	587 	10321 	4985 	-5721 	-14158 	-7391 	-3902 	4558 	10647 	35100 	32649 	34822 	12915 	1469 	-17736 	-1307 	-25613 	-5752 	-870 	-26022 	-34755 bep	-122046 	-188006 	-143316 	-136585 	-156722 	: 
A,NATGROW,PT	118886 	117926 	123336 	114141 	120258 	115112 	106852 	106245 	100301 	88651 	87597 	82555 	84370 	76889 	75052 	81712 	84685 	84953 	71274 	67579 	63515 	56343 	58623 	48117 	45808 	33365 	31194 	28077 	24249 	22740 	13553 	12417 	14286 	8010 	9995 	3622 	3380 	8155 	7186 	8131 	14644 	7682 	8125 	3720 	7286 	1935 	3459 	-1020 	314 	-4943 	-4572 	-5990 	-17771 	-23767 	-22476 	-23039 	-23447 	-23604 	-26031 	-25214 	-38866 	-45259 	-40690 	-32596 	-33732 	: 
A,NATGROW,RO	191521 	162923 	129556 	139119 	134907 	114969 	116233 	348635 	337582 	264539 	233779 	205840 	199360 	175137 	236446 	220647 	212480 	215273 	204752 	193094 	167028 	156466 	120249 	87606 	117042 	112127 	134566 	128913 	126673 	122238 	67660 	23515 	-3462 	-13329 	-19365 	-35032 	-54810 	-42424 	-31869 	-30594 	-21299 	-39235 	-59137 	-54116 	-42629 	-41081 	-38611 	-37237 	-31302 	-34825 	-47524 	-55197 	-54435 	-58876 	-56225 	-60447 	-52631 	-51731 	-62219 	-60169 	-99956 	-142336 	-94720 	-83983 	-101830 p	: 
A,NATGROW,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7697 	-15822 	-18352 	-23046 	-29222 	-30278 	-20573 	-24684 	-24921 	-26134 	-34591 	-31887 	-34703 	-33628 	-33701 	-34907 	-37337 	-35143 	-34746 	-34786 	-38021 	-36100 	-38828 	-37680 	-37059 	-55158 	-74442 	-46503 	-36029 	-37385 	: 
A,NATGROW,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-777611 	-755836 	-705452 	-929627 	-958534 	-943252 	-935305 	-888525 	-792925 	-846559 	-687066 	-470323 	-362007 	-248856 	-239568 	-129091 	: 	24013 	35433 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NATGROW,SE	27126 	30946 	30493 	36443 	46003 	44612 	44914 	41577 	30623 	24284 	30133 	31750 	28217 	24023 	23558 	15424 	7668 	7857 	3541 	5181 	5267 	2031 	2078 	990 	3407 	4431 	8655 	11392 	15337 	23913 	28777 	28535 	28138 	20990 	20413 	9467 	1164 	-2824 	-4243 	-6553 	-3020 	-2286 	806 	6196 	10396 	9636 	14736 	15692 	17852 	21721 	25154 	21832 	21239 	23191 	25931 	23963 	26443 	23444 	23647 	25757 	14953 	22305 	9997 	5666 	7183 	: 
A,NATGROW,SI	12680 	14942 	13169 	14072 	12455 	14600 	15693 	13471 	11134 	9318 	10079 	10853 	10556 	11934 	11419 	11606 	12182 	12271 	11997 	12456 	11082 	10487 	9248 	6497 	6060 	6079 	6071 	5755 	6083 	4778 	3813 	2259 	649 	-219 	104 	12 	168 	-763 	-1183 	-1352 	-408 	-1031 	-1200 	-2130 	-562 	-668 	752 	1239 	3509 	3106 	3734 	3248 	2681 	1777 	2279 	807 	656 	-268 	-900 	-1260 	-5249 	-4277 	-4865 	-4551 	-4631 	: 
A,NATGROW,SK	56803 	55956 	49501 	54180 	54003 	48347 	45096 	42079 	38294 	39146 	38426 	40206 	46384 	49194 	52651 	52401 	54394 	52352 	52415 	52403 	44521 	43658 	42225 	39620 	39104 	37691 	34005 	32026 	30767 	26214 	25370 	23951 	21217 	20549 	14984 	8741 	8887 	6987 	4426 	3821 	2427 	-844 	-691 	-517 	1895 	955 	603 	568 	4196 	8304 	6965 	8910 	3098 	2734 	3687 	1776 	5206 	4055 	3346 	3820 	-2439 	-16896 	-6915 	-5506 	-7635 	: 
A,NATGROW,SM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121 	65 	77 	67 	159 	: 	: 	103 	55 	73 	44 	34 	9 	-50 	-9 	-19 	: 	-100 	-58 	: 	: 	: 
A,NATGROW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1032000 	1054000 	1056000 	1046000 	1024000 	923000 	874000 	797000 	780000 	813000 	841000 	857000 	895000 	902000 	871289 	873263 	866045 	876864 	910968 	947383 	920565 	887636 	865274 	822741 	747711 	: 	: 	530956 	432594 	448198 	: 
A,NATGROW,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-309506 	-311570 	-300716 	-349962 	-372956 	-369474 	-364223 	-356819 	-334002 	-355875 	-297724 	-290220 	-243871 	-194214 	-200546 	-161993 	-142434 	-158711 	-166414 	-183015 	-186594 	-210136 	-251791 	-272297 	-323378 	: 	: 	: 	: 	: 
A,NATGROW,UK	314986 	312600 	339500 	335900 	403500 	369479 	332847 	345090 	291302 	260763 	248521 	256522 	160062 	109853 	69779 	35041 	-5273 	1895 	19775 	58996 	92191 	72738 	56198 	62137 	84483 	79864 	94340 	131063 	138118 	119303 	156565 	146088 	146561 	103045 	122844 	86089 	96858 	96877 	87718 	67914 	70664 	66855 	62563 	84364 	132914 	139886 	176339 	197558 	214686 	230587 	245605 	255544 	243946 	203413 	207068 	175474 	178731 	149006 	116605 	108078 p	: 	: 	: 	: 	: 	: 
